"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"00001011","0000101","01","00001","01","1","017","00196",633
"00002101","0000210","01","00002","10","1","179","02088",1811
"00003031","0000303","02","00003","03","1","050","00763",485
"00004011","0000401","01","00004","01","1","017","00182",739
"00005031","0000503","01","00005","03","1","049","00631",3756
"00006031","0000603","00","00006","03","1","040","00459",4568
"00007041","0000704","00","00007","04","1","111","01380",3726
"00008031","0000803","02","00008","03","1","135","01585",1797
"00009041","0000904","02","00009","04","1","107","01297",3504
"00010041","0001004","01","00010","04","1","011","00136",2692
"00011021","0001102","01","00011","02","1","127","01481",2049
"00012011","0001201","01","00012","01","1","057","00834",19030
"00013031","0001303","03","00013","03","1","156","01831",1596
"00014081","0001408","00","00014","08","1","039","00454",3356
"00015041","0001504","02","00015","04","1","097","01171",1518
"00016091","0001609","02","00016","09","1","077","00970",8757
"00017041","0001704","00","00017","04","1","030","00358",1424
"00018161","0001816","00","00018","16","1","070","00933",2426
"00019041","0001904","02","00019","04","1","044","00508",2710
"00020081","0002008","01","00020","08","1","160","01848",1343
"00021051","0002105","01","00021","05","1","087","01095",11960
"00022051","0002205","02","00022","05","1","059","00861",5503
"00023181","0002318","01","00023","18","1","088","01108",4784
"00024131","0002413","02","00024","13","1","008","00063",1922
"00025021","0002502","00","00025","02","1","050","00735",2939
"00026011","0002601","02","00026","01","1","186","02143",1518
"00026012","0002601","00","00026","01","2","186","02143",1518
"00027011","0002701","01","00027","01","1","164","01953",2054
"00028051","0002805","03","00028","05","1","056","00829",19751
"00029201","0002920","01","00029","20","1","153","01812",2385
"00030011","0003001","00","00030","01","1","050","00736",2891
"00031021","0003102","02","00031","02","1","120","01419",6156
"00032091","0003209","01","00032","09","1","089","01113",3095
"00033161","0003316","02","00033","16","1","153","01811",2396
"00034031","0003403","03","00034","03","1","030","00356",1435
"00035041","0003504","01","00035","04","1","151","01773",2173
"00036031","0003603","00","00036","03","1","127","01494",1700
"00037041","0003704","01","00037","04","1","011","00137",2455
"00038041","0003804","01","00038","04","1","164","01958",1911
"00039031","0003903","02","00039","03","1","049","00612",4271
"00040141","0004014","01","00040","14","1","063","00888",2579
"00041021","0004102","02","00041","02","1","071","00934",2679
"00042151","0004215","03","00042","15","1","116","01407",6595
"00043151","0004315","01","00043","15","1","043","00482",3070
"00044051","0004405","01","00044","05","1","085","01027",15661
"00045111","0004511","01","00045","11","1","155","01821",1493
"00046041","0004604","02","00046","04","1","065","00900",2939
"00047051","0004705","02","00047","05","1","169","01986",1167
"00048151","0004815","01","00048","15","1","063","00887",2678
"00049011","0004901","02","00049","01","1","049","00670",2177
"00050041","0005004","02","00050","04","1","132","01555",1256
"00051011","0005101","00","00051","01","1","070","00931",3702
"00052051","0005205","02","00052","05","1","029","00290",1734
"00053051","0005305","01","00053","05","1","098","01199",1137
"00054101","0005410","00","00054","10","1","186","02142",1673
"00055191","0005519","00","00055","19","1","105","01255",1919
"00056061","0005606","01","00056","06","1","167","01976",500
"00057041","0005704","03","00057","04","1","050","00750",2094
"00058051","0005805","01","00058","05","1","011","00134",2795
"00059091","0005909","01","00059","09","1","173","02043",4521
"00060041","0006004","01","00060","04","1","152","01801",2119
"00061031","0006103","02","00061","03","1","059","00863",5357
"00062141","0006214","01","00062","14","1","062","00879",3249
"00063161","0006316","01","00063","16","1","137","01597",1065
"00064031","0006403","03","00064","03","1","054","00811",1294
"00065191","0006519","02","00065","19","1","051","00765",1494
"00066141","0006614","02","00066","14","1","187","02146",1688
"00067051","0006705","01","00067","05","1","023","00250",380
"00068041","0006804","01","00068","04","1","049","00607",4573
"00069031","0006903","01","00069","03","1","100","01214",1363
"00070031","0007003","02","00070","03","1","005","00039",1139
"00071031","0007103","01","00071","03","1","143","01683",811
"00072151","0007215","03","00072","15","1","186","02142",1673
"00073021","0007302","00","00073","02","1","011","00139",2151
"00074021","0007402","02","00074","02","1","085","01044",11976
"00075011","0007501","01","00075","01","1","120","01427",4872
"00076151","0007615","01","00076","15","1","043","00484",2372
"00077181","0007718","00","00077","18","1","037","00443",3934
"00078031","0007803","01","00078","03","1","190","02171",1808
"00079121","0007912","02","00079","12","1","109","01374",2508
"00080091","0008009","01","00080","09","1","173","02040",4785
"00081111","0008111","02","00081","11","1","039","00454",3356
"00082031","0008203","03","00082","03","1","010","00096",3718
"00083011","0008301","01","00083","01","1","049","00649",3262
"00084021","0008402","02","00084","02","1","050","00682",3886
"00085201","0008520","02","00085","20","1","143","01678",2442
"00086041","0008604","00","00086","04","1","027","00276",1431
"00087171","0008717","01","00087","17","1","105","01255",1919
"00088021","0008802","02","00088","02","1","049","00622",4001
"00089041","0008904","02","00089","04","1","137","01599",1009
"00090011","0009001","01","00090","01","1","088","01109",4626
"00091111","0009111","04","00091","11","1","043","00484",2372
"00092161","0009216","02","00092","16","1","115","01405",6115
"00093021","0009302","01","00093","02","1","185","02139",1468
"00094031","0009403","01","00094","03","1","079","00991",8242
"00095051","0009505","02","00095","05","1","144","01687",3018
"00096191","0009619","00","00096","19","1","136","01588",1337
"00097031","0009703","03","00097","03","1","138","01604",1399
"00098161","0009816","01","00098","16","1","110","01375",5038
"00099041","0009904","01","00099","04","1","155","01818",1651
"00100011","0010001","01","00100","01","1","081","01014",20259
"00101031","0010103","01","00101","03","1","139","01641",1237
"00102031","0010203","02","00102","03","1","086","01089",2758
"00103051","0010305","01","00103","05","1","023","00245",744
"00104051","0010405","01","00104","05","1","049","00658",3100
"00105021","0010502","00","00105","02","1","030","00357",1426
"00106021","0010602","02","00106","02","1","030","00356",1435
"00107091","0010709","02","00107","09","1","147","01736",2632
"00108041","0010804","02","00108","04","1","050","00754",1844
"00109111","0010911","00","00109","11","1","056","00830",5624
"00110051","0011005","02","00110","05","1","045","00521",3216
"00111021","0011102","02","00111","02","1","103","01239",952
"00112011","0011201","01","00112","01","1","077","00969",10589
"00113051","0011305","01","00113","05","1","078","00981",8739
"00113052","0011305","01","00113","05","2","078","00981",8739
"00113053","0011305","01","00113","05","3","078","00981",8739
"00114011","0011401","02","00114","01","1","138","01607",1334
"00115011","0011501","01","00115","01","1","085","01029",15501
"00116011","0011601","00","00116","01","1","071","00938",2501
"00117101","0011710","01","00117","10","1","088","01108",4784
"00118061","0011806","02","00118","06","1","153","01812",2385
"00119041","0011904","02","00119","04","1","029","00282",1851
"00120011","0012001","02","00120","01","1","163","01942",1708
"00121131","0012113","02","00121","13","1","067","00923",1581
"00122151","0012215","01","00122","15","1","042","00480",3631
"00123041","0012304","03","00123","04","1","085","01041",12342
"00124041","0012404","01","00124","04","1","145","01720",1138
"00125051","0012505","01","00125","05","1","152","01797",2217
"00126021","0012602","01","00126","02","1","044","00504",2767
"00127141","0012714","02","00127","14","1","083","01024",5447
"00128051","0012805","01","00128","05","1","035","00420",813
"00129041","0012904","03","00129","04","1","146","01728",3474
"00130021","0013002","01","00130","02","1","023","00246",730
"00131051","0013105","02","00131","05","1","046","00538",3159
"00132081","0013208","02","00132","08","1","111","01385",3030
"00133191","0013319","01","00133","19","1","110","01375",5038
"00134021","0013402","02","00134","02","1","085","01047",11613
"00135131","0013513","00","00135","13","1","135","01586",1785
"00136011","0013601","02","00136","01","1","029","00319",1519
"00136012","0013601","01","00136","01","2","029","00319",1519
"00137081","0013708","01","00137","08","1","125","01467",2137
"00138081","0013808","01","00138","08","1","136","01589",1281
"00139041","0013904","02","00139","04","1","050","00715",3333
"00140041","0014004","02","00140","04","1","163","01927",1789
"00141101","0014110","01","00141","10","1","173","02041",4774
"00142041","0014204","01","00142","04","1","169","02008",972
"00143041","0014304","04","00143","04","1","163","01945",1669
"00144091","0014409","01","00144","09","1","002","00006",392
"00145141","0014514","03","00145","14","1","014","00148",833
"00146171","0014617","03","00146","17","1","153","01808",2893
"00147031","0014703","03","00147","03","1","133","01564",1797
"00148011","0014801","01","00148","01","1","086","01087",7105
"00149041","0014904","01","00149","04","1","085","01027",15661
"00150021","0015002","06","00150","02","1","141","01674",2757
"00151081","0015108","01","00151","08","1","026","00274",1433
"00152031","0015203","02","00152","03","1","079","00996",7162
"00153011","0015301","02","00153","01","1","013","00147",488
"00154041","0015404","02","00154","04","1","081","01015",19018
"00155041","0015504","01","00155","04","1","164","01956",2005
"00156021","0015602","01","00156","02","1","183","02122",1914
"00157041","0015704","00","00157","04","1","035","00414",927
"00158161","0015816","01","00158","16","1","137","01600",973
"00159031","0015903","00","00159","03","1","176","02072",5967
"00160011","0016001","01","00160","01","1","152","01799",2201
"00161041","0016104","03","00161","04","1","158","01839",3897
"00162021","0016202","00","00162","02","1","098","01197",1206
"00163081","0016308","00","00163","08","1","089","01112",3110
"00163082","0016308","01","00163","08","2","089","01112",3110
"00164061","0016406","01","00164","06","1","111","01379",3848
"00165011","0016501","01","00165","01","1","068","00924",5515
"00166011","0016601","02","00166","01","1","183","02111",2375
"00167031","0016703","01","00167","03","1","065","00899",2997
"00168051","0016805","02","00168","05","1","034","00411",728
"00169021","0016902","02","00169","02","1","049","00636",3624
"00170051","0017005","01","00170","05","1","091","01127",3613
"00171181","0017118","02","00171","18","1","173","02043",4521
"00172051","0017205","01","00172","05","1","126","01475",1858
"00173161","0017316","02","00173","16","1","129","01514",2031
"00174201","0017420","01","00174","20","1","137","01600",973
"00175171","0017517","00","00175","17","1","166","01969",729
"00176121","0017612","03","00176","12","1","110","01376",4727
"00177201","0017720","04","00177","20","1","155","01818",1651
"00178031","0017803","02","00178","03","1","075","00961",16402
"00179051","0017905","01","00179","05","1","005","00034",1336
"00180041","0018004","01","00180","04","1","015","00154",728
"00181041","0018104","01","00181","04","1","067","00919",1831
"00182041","0018204","01","00182","04","1","162","01887",1655
"00183101","0018310","01","00183","10","1","056","00832",4770
"00184021","0018402","02","00184","02","1","170","02015",1223
"00185051","0018505","01","00185","05","1","008","00063",1922
"00186071","0018607","03","00186","07","1","083","01023",11415
"00187021","0018702","02","00187","02","1","127","01488",1944
"00188021","0018802","02","00188","02","1","017","00190",687
"00189041","0018904","02","00189","04","1","017","00187",709
"00190021","0019002","04","00190","02","1","169","02006",987
"00191041","0019104","01","00191","04","1","107","01324",3029
"00192111","0019211","01","00192","11","1","012","00144",592
"00193121","0019312","02","00193","12","1","147","01737",2630
"00194021","0019402","04","00194","02","1","107","01302",3301
"00195041","0019504","01","00195","04","1","106","01283",3163
"00196191","0019619","03","00196","19","1","153","01809",2602
"00197051","0019705","02","00197","05","1","092","01128",5229
"00198051","0019805","03","00198","05","1","106","01286",3116
"00199041","0019904","01","00199","04","1","189","02161",1175
"00200031","0020003","01","00200","03","1","151","01788",1815
"00201181","0020118","01","00201","18","1","056","00830",5624
"00202011","0020201","02","00202","01","1","034","00402",809
"00203011","0020301","01","00203","01","1","128","01501",2174
"00204091","0020409","03","00204","09","1","149","01740",2152
"00205041","0020504","01","00205","04","1","039","00451",3817
"00206021","0020602","02","00206","02","1","108","01336",3506
"00207031","0020703","01","00207","03","1","049","00624",3913
"00208051","0020805","01","00208","05","1","140","01658",1434
"00209101","0020910","02","00209","10","1","020","00223",797
"00210041","0021004","01","00210","04","1","066","00908",3730
"00211041","0021104","01","00211","04","1","049","00640",3566
"00212051","0021205","01","00212","05","1","144","01697",2258
"00213021","0021302","02","00213","02","1","052","00768",1450
"00214071","0021407","01","00214","07","1","067","00919",1831
"00215171","0021517","02","00215","17","1","111","01381",3504
"00216041","0021604","02","00216","04","1","106","01271",3317
"00217041","0021704","00","00217","04","1","189","02157",1267
"00218091","0021809","02","00218","09","1","056","00831",4889
"00219041","0021904","02","00219","04","1","079","00986",9208
"00220021","0022002","02","00220","02","1","132","01535",1754
"00221021","0022102","02","00221","02","1","030","00346",1489
"00222041","0022204","00","00222","04","1","098","01199",1137
"00223051","0022305","01","00223","05","1","029","00319",1519
"00224201","0022420","01","00224","20","1","056","00832",4770
"00225011","0022501","02","00225","01","1","107","01322",3056
"00226121","0022612","00","00226","12","1","020","00223",797
"00227051","0022705","02","00227","05","1","131","01521",1873
"00228011","0022801","02","00228","01","1","160","01848",1343
"00229041","0022904","03","00229","04","1","078","00973",11411
"00230041","0023004","00","00230","04","1","052","00771",1323
"00231051","0023105","01","00231","05","1","167","01973",2789
"00232021","0023202","01","00232","02","1","162","01907",1463
"00233041","0023304","00","00233","04","1","183","02119",2058
"00234041","0023404","02","00234","04","1","154","01814",2660
"00235031","0023503","02","00235","03","1","137","01600",973
"00236041","0023604","01","00236","04","1","121","01446",3141
"00236042","0023604","02","00236","04","2","121","01446",3141
"00236043","0023604","02","00236","04","3","121","01446",3141
"00237031","0023703","02","00237","03","1","079","00993",7413
"00238181","0023818","04","00238","18","1","061","00876",2994
"00239041","0023904","02","00239","04","1","029","00309",1601
"00240021","0024002","01","00240","02","1","079","00992",7674
"00241011","0024101","02","00241","01","1","103","01237",1027
"00242041","0024204","02","00242","04","1","169","02005",989
"00243181","0024318","01","00243","18","1","147","01735",2939
"00244041","0024404","00","00244","04","1","049","00668",2665
"00245021","0024502","02","00245","02","1","139","01643",1214
"00246041","0024604","01","00246","04","1","145","01699",2772
"00247011","0024701","04","00247","01","1","166","01966",2755
"00248051","0024805","01","00248","05","1","009","00092",2345
"00249021","0024902","01","00249","02","1","024","00252",863
"00250021","0025002","01","00250","02","1","105","01255",1919
"00251021","0025102","00","00251","02","1","097","01160",1876
"00252051","0025205","01","00252","05","1","075","00962",15240
"00253021","0025302","02","00253","02","1","009","00078",3090
"00254131","0025413","01","00254","13","1","143","01680",2209
"00255021","0025502","02","00255","02","1","183","02118",2076
"00256071","0025607","01","00256","07","1","047","00556",1507
"00257051","0025705","01","00257","05","1","152","01801",2119
"00258071","0025807","01","00258","07","1","096","01157",995
"00259031","0025903","02","00259","03","1","077","00969",10589
"00260011","0026001","02","00260","01","1","162","01909",1376
"00261141","0026114","04","00261","14","1","167","01976",500
"00262011","0026201","00","00262","01","1","009","00066",3514
"00263041","0026304","01","00263","04","1","042","00479",11188
"00264101","0026410","01","00264","10","1","101","01218",1072
"00265031","0026503","03","00265","03","1","126","01478",1530
"00266131","0026613","01","00266","13","1","110","01376",4727
"00267041","0026704","03","00267","04","1","102","01222",1297
"00268011","0026801","01","00268","01","1","058","00842",5870
"00269051","0026905","01","00269","05","1","132","01552",1391
"00270131","0027013","03","00270","13","1","094","01149",884
"00271021","0027102","02","00271","02","1","099","01202",1757
"00272031","0027203","00","00272","03","1","097","01170",1534
"00273121","0027312","00","00273","12","1","117","01411",4824
"00274041","0027404","01","00274","04","1","010","00106",2989
"00275091","0027509","02","00275","09","1","007","00060",4118
"00276051","0027605","01","00276","05","1","130","01515",1790
"00277121","0027712","01","00277","12","1","155","01819",1628
"00278041","0027804","01","00278","04","1","035","00431",727
"00279011","0027901","02","00279","01","1","140","01653",1511
"00280061","0028006","01","00280","06","1","071","00937",2578
"00281051","0028105","02","00281","05","1","162","01908",1446
"00282051","0028205","00","00282","05","1","163","01916",1950
"00283011","0028301","02","00283","01","1","031","00379",1799
"00284051","0028405","02","00284","05","1","054","00815",1250
"00285011","0028501","01","00285","01","1","128","01505",2103
"00286051","0028605","04","00286","05","1","041","00471",4775
"00287021","0028702","01","00287","02","1","162","01899",1566
"00288041","0028804","02","00288","04","1","054","00797",1406
"00289181","0028918","00","00289","18","1","027","00276",1431
"00290051","0029005","00","00290","05","1","037","00443",3934
"00291091","0029109","02","00291","09","1","056","00830",5624
"00292021","0029202","01","00292","02","1","169","01993",1100
"00293051","0029305","01","00293","05","1","040","00461",4346
"00294111","0029411","01","00294","11","1","101","01217",1108
"00295171","0029517","01","00295","17","1","043","00482",3070
"00296041","0029604","01","00296","04","1","085","01030",15076
"00297011","0029701","01","00297","01","1","048","00602",1454
"00298131","0029813","01","00298","13","1","071","00937",2578
"00298132","0029813","00","00298","13","2","071","00937",2578
"00299041","0029904","00","00299","04","1","030","00348",1476
"00300021","0030002","01","00300","02","1","108","01349",3340
"00301031","0030103","02","00301","03","1","039","00452",3699
"00302031","0030203","01","00302","03","1","044","00495",2970
"00303021","0030302","03","00303","02","1","049","00623",3934
"00304021","0030402","02","00304","02","1","031","00379",1799
"00305031","0030503","02","00305","03","1","152","01805",1980
"00306031","0030603","00","00306","03","1","037","00443",3934
"00307051","0030705","02","00307","05","1","058","00840",6057
"00308021","0030802","02","00308","02","1","009","00090",2545
"00309011","0030901","02","00309","01","1","164","01960",1830
"00310011","0031001","01","00310","01","1","184","02135",2421
"00311021","0031102","01","00311","02","1","145","01703",2703
"00312021","0031202","02","00312","02","1","039","00450",4023
"00313011","0031301","02","00313","01","1","164","01959",1904
"00314011","0031401","02","00314","01","1","132","01532",1887
"00315011","0031501","02","00315","01","1","102","01222",1297
"00316041","0031604","02","00316","04","1","072","00945",1958
"00317021","0031702","02","00317","02","1","086","01078",10950
"00318151","0031815","01","00318","15","1","142","01677",2524
"00319051","0031905","01","00319","05","1","054","00803",1326
"00320021","0032002","00","00320","02","1","049","00614",4170
"00321011","0032101","00","00321","01","1","162","01854",1989
"00322031","0032203","01","00322","03","1","024","00254",842
"00323021","0032302","00","00323","02","1","103","01231",1105
"00324161","0032416","00","00324","16","1","096","01156",1044
"00325071","0032507","02","00325","07","1","096","01156",1044
"00326131","0032613","03","00326","13","1","003","00008",1437
"00327131","0032713","02","00327","13","1","172","02037",7996
"00328051","0032805","02","00328","05","1","170","02015",1223
"00329161","0032916","00","00329","16","1","172","02038",7996
"00330031","0033003","00","00330","03","1","162","01876",1713
"00331131","0033113","02","00331","13","1","100","01212",1495
"00332031","0033203","01","00332","03","1","113","01397",2146
"00333011","0033301","01","00333","01","1","049","00659",3093
"00334031","0033403","00","00334","03","1","172","02035",8923
"00335031","0033503","01","00335","03","1","073","00950",2414
"00336151","0033615","01","00336","15","1","155","01818",1651
"00337091","0033709","01","00337","09","1","116","01407",6595
"00338011","0033801","01","00338","01","1","030","00335",1555
"00339061","0033906","02","00339","06","1","154","01814",2660
"00340031","0034003","02","00340","03","1","018","00200",1048
"00341171","0034117","01","00341","17","1","052","00770",1405
"00342011","0034201","02","00342","01","1","106","01262",3621
"00343011","0034301","02","00343","01","1","005","00033",1371
"00344031","0034403","01","00344","03","1","045","00524",3117
"00345191","0034519","01","00345","19","1","094","01147",957
"00346011","0034601","01","00346","01","1","127","01482",2035
"00347181","0034718","01","00347","18","1","173","02040",4785
"00348151","0034815","04","00348","15","1","067","00920",1739
"00349051","0034905","02","00349","05","1","002","00006",392
"00350021","0035002","01","00350","02","1","120","01422",5722
"00351121","0035112","01","00351","12","1","096","01157",995
"00352171","0035217","03","00352","17","1","153","01813",2357
"00353031","0035303","03","00353","03","1","005","00044",882
"00354021","0035402","01","00354","02","1","164","01959",1904
"00355121","0035512","01","00355","12","1","167","01976",500
"00356161","0035616","01","00356","16","1","166","01969",729
"00357041","0035704","00","00357","04","1","048","00602",1454
"00358031","0035803","01","00358","03","1","058","00840",6057
"00359011","0035901","00","00359","01","1","170","02018",1060
"00360011","0036001","02","00360","01","1","015","00158",585
"00361041","0036104","01","00361","04","1","085","01057",9893
"00362011","0036201","01","00362","01","1","134","01577",1657
"00363041","0036304","01","00363","04","1","068","00928",1288
"00364011","0036401","02","00364","01","1","140","01657",1444
"00365161","0036516","01","00365","16","1","061","00878",2843
"00366161","0036616","01","00366","16","1","160","01848",1343
"00367051","0036705","01","00367","05","1","190","02170",1959
"00368121","0036812","02","00368","12","1","081","01018",5909
"00369121","0036912","00","00369","12","1","039","00455",3338
"00370021","0037002","01","00370","02","1","052","00774",1138
"00371031","0037103","01","00371","03","1","075","00966",3387
"00372021","0037202","03","00372","02","1","049","00619",4117
"00373021","0037302","03","00373","02","1","078","00980",9014
"00374011","0037401","01","00374","01","1","162","01893",1611
"00375021","0037502","01","00375","02","1","103","01237",1027
"00376011","0037601","01","00376","01","1","085","01032",13530
"00377051","0037705","01","00377","05","1","107","01301",3306
"00378201","0037820","02","00378","20","1","039","00456",3330
"00379041","0037904","02","00379","04","1","022","00230",474
"00380021","0038002","00","00380","02","1","085","01054",10409
"00381181","0038118","00","00381","18","1","111","01382",3286
"00382041","0038204","01","00382","04","1","170","02027",908
"00383201","0038320","02","00383","20","1","159","01843",2250
"00384051","0038405","03","00384","05","1","010","00111",2857
"00385051","0038505","03","00385","05","1","029","00282",1851
"00386021","0038602","03","00386","02","1","054","00813",1277
"00387041","0038704","01","00387","04","1","087","01095",11960
"00388081","0038808","03","00388","08","1","105","01255",1919
"00389031","0038903","01","00389","03","1","154","01814",2660
"00390091","0039009","01","00390","09","1","071","00939",2376
"00391051","0039105","02","00391","05","1","004","00027",1069
"00392051","0039205","03","00392","05","1","016","00175",625
"00393051","0039305","01","00393","05","1","045","00529",3028
"00394051","0039405","01","00394","05","1","050","00704",3500
"00395171","0039517","00","00395","17","1","143","01680",2209
"00396051","0039605","01","00396","05","1","053","00782",1294
"00397011","0039701","00","00397","01","1","119","01416",4593
"00398021","0039802","01","00398","02","1","058","00856",4181
"00399031","0039903","02","00399","03","1","121","01447",1361
"00400021","0040002","00","00400","02","1","039","00456",3330
"00401031","0040103","02","00401","03","1","058","00845",5229
"00402151","0040215","01","00402","15","1","112","01386",3430
"00403151","0040315","03","00403","15","1","141","01674",2757
"00404171","0040417","01","00404","17","1","105","01254",2584
"00405011","0040501","01","00405","01","1","188","02152",1515
"00406051","0040605","04","00406","05","1","025","00265",978
"00407191","0040719","01","00407","19","1","137","01595",1121
"00408011","0040801","00","00408","01","1","035","00418",826
"00409031","0040903","01","00409","03","1","029","00298",1669
"00410021","0041002","01","00410","02","1","030","00352",1452
"00411041","0041104","01","00411","04","1","049","00673",1454
"00412031","0041203","01","00412","03","1","152","01804",2023
"00413051","0041305","01","00413","05","1","033","00395",576
"00414041","0041404","01","00414","04","1","045","00535",2768
"00415141","0041514","03","00415","14","1","116","01409",5069
"00416021","0041602","02","00416","02","1","009","00070",3330
"00417151","0041715","01","00417","15","1","070","00932",2540
"00418051","0041805","02","00418","05","1","183","02117",2111
"00419031","0041903","01","00419","03","1","040","00464",4088
"00420031","0042003","01","00420","03","1","145","01719",2356
"00421151","0042115","01","00421","15","1","021","00225",1029
"00422201","0042220","02","00422","20","1","013","00146",496
"00423041","0042304","02","00423","04","1","050","00680",4276
"00424011","0042401","02","00424","01","1","009","00073",3206
"00425031","0042503","01","00425","03","1","107","01332",1023
"00426141","0042614","02","00426","14","1","117","01413",3844
"00427041","0042704","03","00427","04","1","139","01646",1169
"00428011","0042801","01","00428","01","1","136","01588",1337
"00429191","0042919","01","00429","19","1","039","00450",4023
"00430051","0043005","02","00430","05","1","065","00902",2856
"00431041","0043104","02","00431","04","1","023","00246",730
"00431042","0043104","01","00431","04","2","023","00246",730
"00432011","0043201","02","00432","01","1","151","01786",1977
"00433051","0043305","02","00433","05","1","053","00780",1306
"00434021","0043402","01","00434","02","1","025","00266",878
"00435031","0043503","00","00435","03","1","183","02123",1910
"00436041","0043604","01","00436","04","1","040","00470",2325
"00437041","0043704","01","00437","04","1","009","00076",3158
"00438051","0043805","01","00438","05","1","006","00049",1395
"00439011","0043901","01","00439","01","1","134","01573",2057
"00440031","0044003","02","00440","03","1","064","00890",4317
"00441011","0044101","00","00441","01","1","050","00705",3499
"00442011","0044201","02","00442","01","1","132","01544",1573
"00443031","0044303","00","00443","03","1","172","02034",32524
"00444041","0044404","02","00444","04","1","139","01651",1027
"00445041","0044504","01","00445","04","1","113","01394",3011
"00446011","0044601","01","00446","01","1","162","01901",1547
"00447051","0044705","01","00447","05","1","091","01118",4504
"00448021","0044802","02","00448","02","1","169","01984",1177
"00449021","0044902","01","00449","02","1","162","01871",1732
"00450011","0045001","00","00450","01","1","050","00714",3398
"00451111","0045111","01","00451","11","1","063","00884",3037
"00452031","0045203","02","00452","03","1","019","00220",820
"00453011","0045301","01","00453","01","1","066","00910",3312
"00454031","0045403","02","00454","03","1","044","00498",2876
"00455021","0045502","01","00455","02","1","154","01816",2554
"00456061","0045606","01","00456","06","1","148","01738",2836
"00457091","0045709","00","00457","09","1","179","02087",1839
"00457092","0045709","01","00457","09","2","179","02087",1839
"00458091","0045809","01","00458","09","1","153","01811",2396
"00459181","0045918","00","00459","18","1","033","00395",576
"00460041","0046004","01","00460","04","1","097","01174",1500
"00461081","0046108","01","00461","08","1","153","01811",2396
"00462081","0046208","01","00462","08","1","056","00832",4770
"00463021","0046302","02","00463","02","1","102","01222",1297
"00464011","0046401","01","00464","01","1","111","01380",3726
"00465011","0046501","02","00465","01","1","049","00678",1000
"00466101","0046610","02","00466","10","1","096","01157",995
"00467021","0046702","02","00467","02","1","132","01554",1316
"00467022","0046702","00","00467","02","2","132","01554",1316
"00468031","0046803","01","00468","03","1","010","00108",2939
"00469051","0046905","01","00469","05","1","022","00233",354
"00470041","0047004","02","00470","04","1","054","00812",1291
"00471021","0047102","01","00471","02","1","134","01580",1129
"00472031","0047203","00","00472","03","1","151","01786",1977
"00473041","0047304","01","00473","04","1","103","01227",1201
"00474051","0047405","02","00474","05","1","169","01991",1103
"00475011","0047501","01","00475","01","1","049","00624",3913
"00476041","0047604","02","00476","04","1","050","00745",2439
"00477031","0047703","02","00477","03","1","141","01675",2637
"00478051","0047805","01","00478","05","1","009","00080",3018
"00479041","0047904","00","00479","04","1","144","01684",4596
"00480041","0048004","01","00480","04","1","064","00890",4317
"00481101","0048110","03","00481","10","1","149","01742",1939
"00482031","0048203","02","00482","03","1","009","00086",2729
"00483011","0048301","03","00483","01","1","047","00557",672
"00484011","0048401","02","00484","01","1","108","01358",3240
"00485141","0048514","01","00485","14","1","101","01216",1115
"00486031","0048603","01","00486","03","1","048","00588",3638
"00487031","0048703","01","00487","03","1","083","01023",11415
"00488051","0048805","02","00488","05","1","016","00179",561
"00489191","0048919","02","00489","19","1","071","00937",2578
"00490151","0049015","01","00490","15","1","001","00003",848
"00491051","0049105","05","00491","05","1","016","00170",667
"00492051","0049205","01","00492","05","1","045","00523",3117
"00493051","0049305","01","00493","05","1","048","00593",3459
"00494181","0049418","02","00494","18","1","137","01595",1121
"00495081","0049508","01","00495","08","1","105","01250",2996
"00496021","0049602","04","00496","02","1","106","01290",2978
"00497091","0049709","01","00497","09","1","180","02092",2522
"00498091","0049809","01","00498","09","1","155","01820",1502
"00499021","0049902","02","00499","02","1","146","01733",2850
"00500091","0050009","01","00500","09","1","071","00935",2985
"00501041","0050104","01","00501","04","1","024","00254",842
"00502051","0050205","02","00502","05","1","004","00023",1189
"00503171","0050317","02","00503","17","1","105","01250",2996
"00504051","0050405","01","00504","05","1","048","00583",3806
"00505151","0050515","01","00505","15","1","159","01843",2250
"00506051","0050605","01","00506","05","1","107","01308",3224
"00507191","0050719","01","00507","19","1","100","01209",1651
"00508071","0050807","00","00508","07","1","039","00456",3330
"00509041","0050904","01","00509","04","1","089","01113",3095
"00509042","0050904","01","00509","04","2","089","01113",3095
"00510041","0051004","01","00510","04","1","160","01846",1388
"00511041","0051104","02","00511","04","1","156","01830",1676
"00512051","0051205","01","00512","05","1","040","00463",4100
"00513011","0051301","04","00513","01","1","005","00040",1118
"00514021","0051402","08","00514","02","1","009","00068",3501
"00515051","0051505","03","00515","05","1","079","00997",6613
"00516031","0051603","03","00516","03","1","108","01348",3345
"00517011","0051701","02","00517","01","1","132","01551",1406
"00518051","0051805","01","00518","05","1","107","01299",3334
"00519051","0051905","03","00519","05","1","026","00273",1479
"00520021","0052002","01","00520","02","1","005","00035",1296
"00521031","0052103","01","00521","03","1","045","00536",2447
"00522021","0052202","01","00522","02","1","145","01711",2513
"00523031","0052303","02","00523","03","1","163","01930",1776
"00524051","0052405","02","00524","05","1","155","01821",1493
"00525021","0052502","02","00525","02","1","140","01672",967
"00526021","0052602","01","00526","02","1","065","00906",1456
