"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"01792041","0179204","05","01792","04","1","086","01089",2758
"01793031","0179303","01","01793","03","1","078","00974",11253
"01794011","0179401","01","01794","01","1","185","02138",1543
"01795171","0179517","02","01795","17","1","125","01468",1809
"01796161","0179616","01","01796","16","1","063","00883",3042
"01797191","0179719","01","01797","19","1","070","00932",2540
"01798181","0179818","02","01798","18","1","129","01514",2031
"01799051","0179905","01","01799","05","1","029","00309",1601
"01800011","0180001","02","01800","01","1","022","00230",474
"01801051","0180105","01","01801","05","1","054","00811",1294
"01802021","0180202","01","01802","02","1","050","00745",2439
"01803041","0180304","01","01803","04","1","004","00026",1132
"01804021","0180402","01","01804","02","1","048","00582",3890
"01805051","0180505","02","01805","05","1","040","00467",3899
"01806051","0180605","00","01806","05","1","106","01274",3242
"01807051","0180705","01","01807","05","1","189","02159",1210
"01808011","0180801","02","01808","01","1","139","01637",1272
"01809021","0180902","00","01809","02","1","111","01384",3206
"01810061","0181006","01","01810","06","1","117","01413",3844
"01811011","0181101","02","01811","01","1","162","01892",1614
"01812141","0181214","01","01812","14","1","067","00920",1739
"01813031","0181303","03","01813","03","1","050","00729",3014
"01814021","0181402","02","01814","02","1","094","01143",3880
"01815191","0181519","01","01815","19","1","100","01211",1520
"01816021","0181602","05","01816","02","1","049","00626",3854
"01817101","0181710","02","01817","10","1","116","01407",6595
"01818011","0181801","01","01818","01","1","148","01738",2836
"01819021","0181902","00","01819","02","1","063","00885",2839
"01820171","0182017","02","01820","17","1","172","02036",8005
"01821011","0182101","01","01821","01","1","163","01943",1706
"01822031","0182203","01","01822","03","1","009","00082",2951
"01823051","0182305","02","01823","05","1","184","02133",2511
"01824021","0182402","01","01824","02","1","162","01896",1593
"01825121","0182512","04","01825","12","1","167","01974",661
"01826041","0182604","02","01826","04","1","094","01142",4217
"01827111","0182711","01","01827","11","1","110","01375",5038
"01828031","0182803","02","01828","03","1","093","01140",3966
"01829031","0182903","02","01829","03","1","176","02071",5973
"01830051","0183005","02","01830","05","1","020","00222",977
"01831051","0183105","02","01831","05","1","180","02091",2598
"01832051","0183205","03","01832","05","1","088","01105",4784
"01833051","0183305","03","01833","05","1","045","00527",3042
"01834051","0183405","01","01834","05","1","166","01970",682
"01835011","0183501","01","01835","01","1","029","00289",1737
"01836041","0183604","02","01836","04","1","051","00764",4628
"01837021","0183702","01","01837","02","1","030","00329",1661
"01838161","0183816","01","01838","16","1","032","00391",636
"01839051","0183905","00","01839","05","1","043","00483",2387
"01840101","0184010","02","01840","10","1","042","00480",3631
"01841081","0184108","02","01841","08","1","071","00936",2779
"01842021","0184202","01","01842","02","1","050","00754",1844
"01843011","0184301","02","01843","01","1","166","01972",586
"01844051","0184405","01","01844","05","1","074","00955",2938
"01845051","0184505","04","01845","05","1","009","00064",3722
"01846031","0184603","02","01846","03","1","029","00318",1530
"01847061","0184706","01","01847","06","1","109","01374",2508
"01848031","0184803","02","01848","03","1","107","01329",2780
"01849041","0184904","01","01849","04","1","120","01425",5082
"01850021","0185002","01","01850","02","1","048","00589",3580
"01851071","0185107","01","01851","07","1","159","01843",2250
"01852021","0185202","00","01852","02","1","091","01122",4192
"01853101","0185310","02","01853","10","1","032","00390",691
"01854091","0185409","03","01854","09","1","063","00884",3037
"01855051","0185505","02","01855","05","1","143","01678",2442
"01856031","0185603","01","01856","03","1","078","00984",6236
"01857041","0185704","01","01857","04","1","015","00153",768
"01858031","0185803","02","01858","03","1","058","00857",4148
"01859171","0185917","01","01859","17","1","111","01378",4169
"01860181","0186018","02","01860","18","1","187","02146",1688
"01861061","0186106","02","01861","06","1","137","01600",973
"01862151","0186215","00","01862","15","1","094","01150",839
"01863021","0186302","00","01863","02","1","140","01668",1209
"01864151","0186415","02","01864","15","1","160","01848",1343
"01865021","0186502","01","01865","02","1","176","02078",5161
"01866171","0186617","02","01866","17","1","100","01213",1488
"01867041","0186704","04","01867","04","1","030","00343",1509
"01868021","0186802","01","01868","02","1","008","00063",1922
"01869131","0186913","01","01869","13","1","160","01848",1343
"01870021","0187002","02","01870","02","1","156","01827",1986
"01871051","0187105","02","01871","05","1","132","01540",1661
"01872041","0187204","01","01872","04","1","016","00163",800
"01873051","0187305","01","01873","05","1","086","01079",10531
"01874081","0187408","01","01874","08","1","063","00888",2579
"01875021","0187502","01","01875","02","1","041","00478",3417
"01876011","0187601","02","01876","01","1","139","01641",1237
"01877011","0187701","02","01877","01","1","066","00911",3224
"01878041","0187804","04","01878","04","1","173","02039",5218
"01879031","0187903","01","01879","03","1","035","00416",888
"01880031","0188003","02","01880","03","1","010","00104",3024
"01881011","0188101","01","01881","01","1","006","00058",1116
"01882041","0188204","02","01882","04","1","090","01116",3460
"01883041","0188304","01","01883","04","1","121","01439",4377
"01884041","0188404","02","01884","04","1","138","01608",1310
"01885081","0188508","02","01885","08","1","027","00276",1431
"01886021","0188602","03","01886","02","1","162","01859",1917
"01887141","0188714","01","01887","14","1","153","01813",2357
"01888041","0188804","01","01888","04","1","151","01780",2117
"01889041","0188904","01","01889","04","1","039","00456",3330
"01890141","0189014","01","01890","14","1","109","01372",3454
"01891151","0189115","02","01891","15","1","143","01680",2209
"01892181","0189218","02","01892","18","1","039","00456",3330
"01893021","0189302","01","01893","02","1","048","00598",2860
"01894101","0189410","01","01894","10","1","033","00395",576
"01895011","0189501","03","01895","01","1","098","01198",1204
"01896101","0189610","00","01896","10","1","136","01592",1094
"01897151","0189715","02","01897","15","1","090","01114",10379
"01898051","0189805","01","01898","05","1","099","01204",1561
"01899041","0189904","01","01899","04","1","071","00935",2985
"01900161","0190016","02","01900","16","1","116","01409",5069
"01901051","0190105","01","01901","05","1","079","00987",9142
"01902051","0190205","02","01902","05","1","107","01300",3331
"01903031","0190303","00","01903","03","1","116","01408",6402
"01904041","0190404","01","01904","04","1","085","01049",11347
"01905051","0190505","02","01905","05","1","138","01617",1097
"01906051","0190605","01","01906","05","1","183","02111",2375
"01907181","0190718","01","01907","18","1","081","01017",6441
"01908031","0190803","00","01908","03","1","055","00820",1487
"01909031","0190903","02","01909","03","1","091","01124",3957
"01910011","0191001","01","01910","01","1","070","00933",2426
"01911031","0191103","01","01911","03","1","015","00156",674
"01912051","0191205","01","01912","05","1","092","01133",4201
"01913031","0191303","01","01913","03","1","162","01904",1534
"01914021","0191402","02","01914","02","1","146","01727",3564
"01915011","0191501","02","01915","01","1","188","02151",1526
"01916081","0191608","01","01916","08","1","137","01595",1121
"01917051","0191705","00","01917","05","1","081","01018",5909
"01918051","0191805","02","01918","05","1","151","01772",2183
"01919031","0191903","02","01919","03","1","134","01577",1657
"01920041","0192004","01","01920","04","1","074","00958",2331
"01921041","0192104","04","01921","04","1","044","00488",3274
"01922021","0192202","01","01922","02","1","020","00223",797
"01923041","0192304","00","01923","04","1","048","00584",3791
"01924011","0192401","00","01924","01","1","062","00881",1964
"01925201","0192520","00","01925","20","1","051","00767",1281
"01926011","0192601","04","01926","01","1","094","01141",4270
"01927011","0192701","01","01927","01","1","138","01601",1592
"01928051","0192805","02","01928","05","1","062","00880",3244
"01929061","0192906","02","01929","06","1","154","01815",2566
"01930011","0193001","03","01930","01","1","183","02119",2058
"01931031","0193103","01","01931","03","1","097","01176",1281
"01932041","0193204","02","01932","04","1","030","00351",1464
"01933021","0193302","02","01933","02","1","188","02151",1526
"01934041","0193404","01","01934","04","1","057","00836",4721
"01935101","0193510","01","01935","10","1","141","01674",2757
"01936021","0193602","02","01936","02","1","017","00182",739
"01937091","0193709","01","01937","09","1","090","01115",3760
"01938181","0193818","01","01938","18","1","070","00933",2426
"01939011","0193901","01","01939","01","1","059","00866",5308
"01940021","0194002","01","01940","02","1","063","00888",2579
"01941191","0194119","01","01941","19","1","052","00772",1285
"01942031","0194203","02","01942","03","1","176","02070",6286
"01943101","0194310","00","01943","10","1","090","01116",3460
"01943102","0194310","01","01943","10","2","090","01116",3460
"01943103","0194310","02","01943","10","3","090","01116",3460
"01944041","0194404","00","01944","04","1","123","01461",2454
"01945071","0194507","01","01945","07","1","142","01677",2524
"01946061","0194606","01","01946","06","1","039","00455",3338
"01947051","0194705","01","01947","05","1","086","01086",8324
"01948071","0194807","01","01948","07","1","039","00455",3338
"01949051","0194905","01","01949","05","1","171","02033",371
"01950031","0195003","01","01950","03","1","098","01183",1674
"01951041","0195104","01","01951","04","1","175","02049",7597
"01952041","0195204","01","01952","04","1","127","01481",2049
"01953041","0195304","01","01953","04","1","029","00302",1646
"01954111","0195411","02","01954","11","1","167","01974",661
"01955071","0195507","01","01955","07","1","007","00061",3848
"01956081","0195608","00","01956","08","1","063","00887",2678
"01957201","0195720","00","01957","20","1","180","02091",2598
"01958101","0195810","02","01958","10","1","160","01848",1343
"01959051","0195905","01","01959","05","1","081","01012",22127
"01960031","0196003","02","01960","03","1","029","00299",1663
"01961011","0196101","01","01961","01","1","173","02042",4624
"01962141","0196214","01","01962","14","1","185","02138",1543
"01963031","0196303","01","01963","03","1","105","01247",2799
"01964171","0196417","00","01964","17","1","111","01382",3286
"01965021","0196502","03","01965","02","1","123","01460",9149
"01966071","0196607","01","01966","07","1","026","00272",1902
"01967011","0196701","01","01967","01","1","048","00560",5197
"01968131","0196813","01","01968","13","1","094","01148",948
"01969171","0196917","01","01969","17","1","105","01251",2799
"01970021","0197002","02","01970","02","1","108","01367",3056
"01971031","0197103","02","01971","03","1","058","00841",5905
"01972061","0197206","01","01972","06","1","173","02041",4774
"01973051","0197305","02","01973","05","1","050","00721",3243
"01974181","0197418","01","01974","18","1","153","01813",2357
"01975111","0197511","01","01975","11","1","039","00455",3338
"01976141","0197614","01","01976","14","1","026","00274",1433
"01977031","0197703","01","01977","03","1","151","01765",2599
"01978031","0197803","03","01978","03","1","092","01129",5118
"01979131","0197913","03","01979","13","1","154","01816",2554
"01980021","0198002","01","01980","02","1","010","00117",2757
"01981041","0198104","01","01981","04","1","107","01308",3224
"01982031","0198203","01","01982","03","1","153","01806",2589
"01983041","0198304","02","01983","04","1","052","00768",1450
"01984051","0198405","01","01984","05","1","010","00097",3525
"01985061","0198506","01","01985","06","1","105","01254",2584
"01986021","0198602","01","01986","02","1","050","00719",3305
"01987051","0198705","01","01987","05","1","049","00616",4160
"01988021","0198802","01","01988","02","1","003","00008",1437
"01989051","0198905","01","01989","05","1","177","02082",8379
"01990021","0199002","02","01990","02","1","150","01763",2272
"01991051","0199105","01","01991","05","1","067","00920",1739
"01992031","0199203","02","01992","03","1","190","02167",2292
"01993011","0199301","03","01993","01","1","140","01671",1030
"01994171","0199417","01","01994","17","1","153","01812",2385
"01995011","0199501","01","01995","01","1","127","01479",1952
"01996091","0199609","00","01996","09","1","028","00278",1371
"01997011","0199701","01","01997","01","1","074","00954",3012
"01998031","0199803","01","01998","03","1","064","00891",3190
"01999131","0199913","01","01999","13","1","061","00877",2869
"02000051","0200005","01","02000","05","1","034","00404",786
"02001121","0200112","03","02001","12","1","135","01583",1844
"02002051","0200205","01","02002","05","1","154","01814",2660
"02002052","0200205","01","02002","05","2","154","01814",2660
"02002053","0200205","01","02002","05","3","154","01814",2660
"02003071","0200307","02","02003","07","1","117","01412",4714
"02004031","0200403","01","02004","03","1","126","01476",1687
"02005031","0200503","02","02005","03","1","106","01276",3217
"02005032","0200503","02","02005","03","2","106","01276",3217
"02006131","0200613","02","02006","13","1","090","01115",3760
"02007051","0200705","01","02007","05","1","169","01979",1077
"02008031","0200803","01","02008","03","1","059","00864",5348
"02009011","0200901","02","02009","01","1","092","01136",3408
"02009012","0200901","01","02009","01","2","092","01136",3408
"02010021","0201002","01","02010","02","1","050","00704",3500
"02011051","0201105","01","02011","05","1","039","00455",3338
"02012051","0201205","01","02012","05","1","120","01431",1119
"02013041","0201304","01","02013","04","1","034","00397",960
"02014021","0201402","03","02014","02","1","005","00030",1382
"02015041","0201504","02","02015","04","1","162","01865",1818
"02016131","0201613","00","02016","13","1","185","02141",1249
"02017031","0201703","01","02017","03","1","145","01704",2651
"02018031","0201803","04","02018","03","1","049","00650",3248
"02019051","0201905","01","02019","05","1","099","01207",1405
"02020011","0202001","00","02020","01","1","174","02045",5770
"02021041","0202104","01","02021","04","1","151","01782",2050
"02022031","0202203","02","02022","03","1","048","00565",4449
"02023051","0202305","04","02023","05","1","079","00994",7315
"02024031","0202403","01","02024","03","1","063","00882",3147
"02025191","0202519","01","02025","19","1","062","00879",3249
"02026061","0202606","00","02026","06","1","117","01411",4824
"02027021","0202702","01","02027","02","1","156","01828",1791
"02028031","0202803","00","02028","03","1","108","01356",3261
"02029071","0202907","01","02029","07","1","173","02044",4268
"02030091","0203009","01","02030","09","1","135","01584",1829
"02031051","0203105","00","02031","05","1","058","00855",4569
"02032041","0203204","01","02032","04","1","154","01816",2554
"02033021","0203302","02","02033","02","1","087","01091",13147
"02034021","0203402","01","02034","02","1","092","01128",5229
"02035051","0203505","01","02035","05","1","107","01326",3018
"02036051","0203605","01","02036","05","1","063","00888",2579
"02037061","0203706","00","02037","06","1","056","00831",4889
"02038031","0203803","01","02038","03","1","083","01021",33387
"02039161","0203916","01","02039","16","1","187","02147",1565
"02040121","0204012","01","02040","12","1","173","02044",4268
"02041051","0204105","01","02041","05","1","162","01860",1895
"02042191","0204219","01","02042","19","1","135","01583",1844
"02043021","0204302","01","02043","02","1","024","00255",837
"02044021","0204402","00","02044","02","1","050","00720",3279
"02045011","0204501","02","02045","01","1","134","01580",1129
"02046021","0204602","02","02046","02","1","134","01572",2084
"02047101","0204710","02","02047","10","1","149","01741",2121
"02048041","0204804","02","02048","04","1","085","01034",13299
"02048042","0204804","02","02048","04","2","085","01034",13299
"02049031","0204903","01","02049","03","1","110","01377",3890
"02050121","0205012","01","02050","12","1","141","01675",2637
"02051041","0205104","01","02051","04","1","050","00743",2710
"02052031","0205203","02","02052","03","1","162","01887",1655
"02053031","0205303","01","02053","03","1","059","00868",4829
"02054011","0205401","01","02054","01","1","057","00838",3502
"02055021","0205502","01","02055","02","1","049","00674",1437
"02056011","0205601","01","02056","01","1","049","00603",5130
"02057011","0205701","01","02057","01","1","040","00468",3585
"02058111","0205811","00","02058","11","1","057","00837",4691
"02059041","0205904","01","02059","04","1","080","01000",8284
"02060011","0206001","01","02060","01","1","108","01334",3801
"02061011","0206101","01","02061","01","1","064","00893",2857
"02061012","0206101","01","02061","01","2","064","00893",2857
"02062031","0206203","00","02062","03","1","072","00945",1958
"02063051","0206305","04","02063","05","1","078","00973",11411
"02064101","0206410","01","02064","10","1","037","00442",5052
"02065031","0206503","02","02065","03","1","085","01054",10409
"02066041","0206604","01","02066","04","1","172","02034",32524
"02067111","0206711","02","02067","11","1","166","01972",586
"02068011","0206801","01","02068","01","1","183","02114",2129
"02069051","0206905","01","02069","05","1","151","01790",1603
"02070041","0207004","03","02070","04","1","139","01644",1209
"02071021","0207102","01","02071","02","1","105","01250",2996
"02072031","0207203","02","02072","03","1","094","01141",4270
"02073051","0207305","01","02073","05","1","117","01412",4714
"02074051","0207405","01","02074","05","1","156","01832",1591
"02075011","0207501","02","02075","01","1","150","01747",2700
"02076041","0207604","01","02076","04","1","052","00772",1285
"02077011","0207701","01","02077","01","1","112","01386",3430
"02078171","0207817","01","02078","17","1","178","02084",2239
"02079011","0207901","02","02079","01","1","176","02072",5967
"02080021","0208002","04","02080","02","1","010","00107",2960
"02081011","0208101","03","02081","01","1","138","01616",1116
"02082051","0208205","01","02082","05","1","085","01061",6128
"02083031","0208303","05","02083","03","1","045","00522",3170
"02084011","0208401","01","02084","01","1","116","01406",6756
"02085011","0208501","01","02085","01","1","004","00013",1363
"02086041","0208604","03","02086","04","1","045","00517",3447
"02087041","0208704","01","02087","04","1","095","01153",2025
"02088031","0208803","04","02088","03","1","048","00589",3580
"02089051","0208905","02","02089","05","1","176","02075",5724
"02090091","0209009","02","02090","09","1","142","01676",2626
"02091121","0209112","01","02091","12","1","153","01812",2385
"02092161","0209216","01","02092","16","1","039","00450",4023
"02093011","0209301","01","02093","01","1","048","00598",2860
"02094021","0209402","01","02094","02","1","040","00467",3899
"02095041","0209504","01","02095","04","1","139","01643",1214
"02096021","0209602","03","02096","02","1","004","00016",1324
"02097071","0209707","03","02097","07","1","172","02037",7996
"02098181","0209818","01","02098","18","1","110","01375",5038
"02099021","0209902","00","02099","02","1","112","01386",3430
"02100021","0210002","01","02100","02","1","010","00115",2825
"02101021","0210102","01","02101","02","1","050","00761",1061
"02102151","0210215","03","02102","15","1","068","00927",1392
"02103031","0210303","00","02103","03","1","140","01664",1294
"02104011","0210401","01","02104","01","1","011","00134",2795
"02105041","0210504","00","02105","04","1","054","00814",1273
"02106191","0210619","01","02106","19","1","137","01599",1009
"02107041","0210704","01","02107","04","1","050","00679",4295
"02108011","0210801","01","02108","01","1","155","01820",1502
"02109021","0210902","00","02109","02","1","163","01929",1777
"02110021","0211002","02","02110","02","1","066","00910",3312
"02111151","0211115","01","02111","15","1","100","01213",1488
"02112041","0211204","00","02112","04","1","049","00651",3240
"02113021","0211302","01","02113","02","1","049","00611",4288
"02114031","0211403","03","02114","03","1","061","00876",2994
"02115041","0211504","02","02115","04","1","121","01447",1361
"02116061","0211606","01","02116","06","1","137","01598",1015
"02117131","0211713","02","02117","13","1","012","00144",592
"02118201","0211820","03","02118","20","1","062","00879",3249
"02119161","0211916","02","02119","16","1","141","01673",2831
"02120041","0212004","01","02120","04","1","106","01265",3434
"02121181","0212118","01","02121","18","1","096","01157",995
"02122181","0212218","01","02122","18","1","056","00831",4889
"02123041","0212304","02","02123","04","1","006","00057",1148
"02124051","0212405","01","02124","05","1","024","00254",842
"02125151","0212515","01","02125","15","1","081","01018",5909
"02126011","0212601","01","02126","01","1","020","00224",779
"02127051","0212705","02","02127","05","1","169","01984",1177
"02128011","0212801","01","02128","01","1","050","00753",1937
"02129131","0212913","01","02129","13","1","137","01596",1073
"02130041","0213004","02","02130","04","1","128","01506",2031
"02131011","0213101","02","02131","01","1","139","01629",1328
"02132051","0213205","03","02132","05","1","163","01930",1776
"02133021","0213302","01","02133","02","1","172","02036",8005
"02134041","0213404","05","02134","04","1","049","00622",4001
"02135051","0213505","01","02135","05","1","169","02003",1004
"02136011","0213601","03","02136","01","1","048","00561",4978
"02137021","0213702","02","02137","02","1","115","01405",6115
"02138051","0213805","02","02138","05","1","152","01793",2445
"02139011","0213901","01","02139","01","1","080","01000",8284
"02140021","0214002","01","02140","02","1","169","02007",986
"02141031","0214103","00","02141","03","1","039","00451",3817
"02142031","0214203","03","02142","03","1","085","01057",9893
"02143041","0214304","03","02143","04","1","152","01791",2508
"02144011","0214401","02","02144","01","1","091","01120",4396
"02145041","0214504","01","02145","04","1","169","01983",1189
"02146021","0214602","02","02146","02","1","030","00358",1424
"02147051","0214705","02","02147","05","1","015","00156",674
"02147052","0214705","01","02147","05","2","015","00156",674
"02148171","0214817","04","02148","17","1","019","00220",820
"02149011","0214901","01","02149","01","1","096","01155",3604
"02150031","0215003","01","02150","03","1","107","01296",3884
"02151041","0215104","02","02151","04","1","005","00036",1258
"02152191","0215219","02","02152","19","1","172","02038",7996
"02153011","0215301","02","02153","01","1","006","00047",1535
"02154011","0215401","01","02154","01","1","003","00007",1634
"02155061","0215506","02","02155","06","1","143","01678",2442
"02156121","0215612","01","02156","12","1","159","01844",2105
"02157011","0215701","00","02157","01","1","182","02109",1788
"02158211","0215821","01","02158","21","1","070","00932",2540
"02159041","0215904","01","02159","04","1","048","00561",4978
"02160031","0216003","01","02160","03","1","057","00837",4691
"02161041","0216104","02","02161","04","1","030","00361",1361
"02162051","0216205","01","02162","05","1","030","00355",1437
"02163011","0216301","00","02163","01","1","126","01478",1530
"02164121","0216412","01","02164","12","1","088","01106",5935
"02165201","0216520","01","02165","20","1","090","01114",10379
"02166101","0216610","00","02166","10","1","056","00830",5624
"02167011","0216701","02","02167","01","1","085","01057",9893
"02168151","0216815","03","02168","15","1","105","01252",2794
"02169021","0216902","00","02169","02","1","005","00038",1166
"02170151","0217015","01","02170","15","1","077","00969",10589
"02171181","0217118","01","02171","18","1","071","00937",2578
"02172031","0217203","01","02172","03","1","170","02016",1163
"02173011","0217301","00","02173","01","1","012","00144",592
"02174051","0217405","02","02174","05","1","049","00660",3083
"02175041","0217504","01","02175","04","1","040","00468",3585
"02176041","0217604","01","02176","04","1","175","02058",5680
"02177011","0217701","01","02177","01","1","138","01612",1244
"02178041","0217804","00","02178","04","1","065","00906",1456
"02179031","0217903","04","02179","03","1","031","00369",1966
"02180031","0218003","02","02180","03","1","175","02056",5762
"02181031","0218103","00","02181","03","1","023","00242",779
"02182081","0218208","01","02182","08","1","003","00008",1437
"02183151","0218315","01","02183","15","1","038","00445",7240
"02184011","0218401","00","02184","01","1","067","00921",1645
"02185021","0218502","00","02185","02","1","049","00670",2177
"02186061","0218606","02","02186","06","1","159","01842",2431
"02187011","0218701","00","02187","01","1","125","01468",1809
"02188061","0218806","02","02188","06","1","123","01461",2454
"02189071","0218907","01","02189","07","1","070","00931",3702
"02190031","0219003","03","02190","03","1","022","00232",413
"02191051","0219105","01","02191","05","1","151","01785",2005
"02192111","0219211","01","02192","11","1","173","02040",4785
"02193031","0219303","01","02193","03","1","054","00807",1316
"02194161","0219416","01","02194","16","1","105","01252",2794
"02195011","0219501","03","02195","01","1","010","00121",2435
"02196031","0219603","02","02196","03","1","097","01181",303
"02197031","0219703","01","02197","03","1","139","01643",1214
"02198131","0219813","01","02198","13","1","153","01809",2602
"02199121","0219912","01","02199","12","1","026","00273",1479
"02200021","0220002","02","02200","02","1","108","01334",3801
"02201011","0220101","02","02201","01","1","163","01912",2138
"02202121","0220212","01","02202","12","1","117","01413",3844
"02203111","0220311","02","02203","11","1","032","00392",627
"02204131","0220413","03","02204","13","1","186","02143",1518
"02205011","0220501","03","02205","01","1","031","00370",1942
"02206201","0220620","02","02206","20","1","013","00147",488
"02207051","0220705","00","02207","05","1","101","01219",985
"02208011","0220801","04","02208","01","1","183","02117",2111
"02209031","0220903","02","02209","03","1","094","01145",3671
"02210041","0221004","02","02210","04","1","105","01252",2794
"02211031","0221103","00","02211","03","1","029","00289",1737
"02212041","0221204","00","02212","04","1","029","00306",1616
"02213041","0221304","00","02213","04","1","125","01468",1809
"02214111","0221411","03","02214","11","1","096","01156",1044
"02215141","0221514","00","02215","14","1","067","00922",1613
"02216081","0221608","03","02216","08","1","111","01380",3726
"02217041","0221704","02","02217","04","1","017","00190",687
"02218031","0221803","01","02218","03","1","044","00513",2427
"02219051","0221905","01","02219","05","1","032","00393",610
"02220011","0222001","02","02220","01","1","018","00204",778
"02221121","0222112","03","02221","12","1","033","00395",576
"02222031","0222203","03","02222","03","1","048","00566",4433
"02223011","0222301","01","02223","01","1","153","01809",2602
"02224011","0222401","02","02224","01","1","176","02076",5691
"02225031","0222503","00","02225","03","1","065","00902",2856
"02226051","0222605","02","02226","05","1","169","01998",1037
"02227011","0222701","02","02227","01","1","151","01778",2117
"02228021","0222802","01","02228","02","1","023","00240",801
"02229071","0222907","02","02229","07","1","185","02140",1353
"02230011","0223001","02","02230","01","1","054","00805",1316
"02231171","0223117","03","02231","17","1","187","02144",1720
"02232011","0223201","02","02232","01","1","058","00850",4874
"02233051","0223305","01","02233","05","1","103","01237",1027
"02234161","0223416","02","02234","16","1","081","01018",5909
"02235011","0223501","01","02235","01","1","019","00220",820
"02236181","0223618","00","02236","18","1","111","01379",3848
"02237051","0223705","01","02237","05","1","094","01150",839
"02238111","0223811","01","02238","11","1","155","01822",916
"02239051","0223905","01","02239","05","1","040","00457",4914
"02240051","0224005","01","02240","05","1","004","00019",1284
"02241051","0224105","02","02241","05","1","163","01920",1873
"02242041","0224204","01","02242","04","1","080","01007",6826
"02243051","0224305","00","02243","05","1","090","01116",3460
"02244051","0224405","01","02244","05","1","004","00012",1381
"02245161","0224516","02","02245","16","1","109","01374",2508
"02246021","0224602","02","02246","02","1","048","00592",3525
"02247161","0224716","02","02247","16","1","090","01117",3299
"02248081","0224808","04","02248","08","1","007","00061",3848
"02249201","0224920","01","02249","20","1","057","00837",4691
"02250051","0225005","02","02250","05","1","017","00195",641
"02251041","0225104","00","02251","04","1","049","00631",3756
"02252051","0225205","01","02252","05","1","009","00072",3214
"02253021","0225302","01","02253","02","1","087","01094",12086
"02254081","0225408","04","02254","08","1","071","00939",2376
"02255061","0225506","04","02255","06","1","047","00557",672
"02256011","0225601","01","02256","01","1","075","00961",16402
"02257051","0225705","02","02257","05","1","002","00005",1680
"02258021","0225802","01","02258","02","1","049","00646",3384
"02259011","0225901","02","02259","01","1","075","00964",4181
"02260041","0226004","02","02260","04","1","126","01476",1687
"02261011","0226101","02","02261","01","1","119","01418",3737
"02262081","0226208","02","02262","08","1","147","01735",2939
"02263171","0226317","01","02263","17","1","039","00454",3356
"02264181","0226418","02","02264","18","1","008","00062",1927
"02265031","0226503","02","02265","03","1","049","00674",1437
"02266041","0226604","01","02266","04","1","106","01261",3630
"02267131","0226713","02","02267","13","1","179","02087",1839
"02268201","0226820","02","02268","20","1","088","01107",4964
"02269011","0226901","00","02269","01","1","096","01157",995
"02270011","0227001","01","02270","01","1","153","01806",2589
"02271031","0227103","01","02271","03","1","113","01395",2979
"02272121","0227212","00","02272","12","1","101","01216",1115
"02273041","0227304","01","02273","04","1","034","00407",744
"02274031","0227403","02","02274","03","1","025","00267",868
"02275041","0227504","02","02275","04","1","086","01088",4697
"02276041","0227604","02","02276","04","1","009","00071",3257
"02277061","0227706","00","02277","06","1","090","01115",3760
"02278051","0227805","02","02278","05","1","182","02096",2228
"02279051","0227905","01","02279","05","1","017","00181",747
"02280181","0228018","01","02280","18","1","088","01109",4626
"02280182","0228018","01","02280","18","2","088","01109",4626
"02280183","0228018","01","02280","18","3","088","01109",4626
"02281011","0228101","00","02281","01","1","163","01946",1630
"02282021","0228202","01","02282","02","1","041","00474",4176
"02283041","0228304","02","02283","04","1","006","00059",1038
"02284101","0228410","03","02284","10","1","063","00885",2839
"02285051","0228505","03","02285","05","1","134","01576",1773
"02286051","0228605","01","02286","05","1","097","01178",1181
"02287041","0228704","02","02287","04","1","168","01977",1561
"02288131","0228813","01","02288","13","1","136","01591",1218
"02289081","0228908","01","02289","08","1","051","00767",1281
"02290201","0229020","00","02290","20","1","039","00452",3699
"02291051","0229105","03","02291","05","1","078","00979",9207
"02292021","0229202","02","02292","02","1","175","02063",5171
"02293031","0229303","01","02293","03","1","069","00930",1984
"02294201","0229420","02","02294","20","1","116","01407",6595
"02295041","0229504","02","02295","04","1","029","00286",1778
"02296091","0229609","02","02296","09","1","136","01589",1281
"02297031","0229703","01","02297","03","1","074","00954",3012
"02298041","0229804","03","02298","04","1","138","01618",1029
"02299011","0229901","02","02299","01","1","098","01186",1470
"02300121","0230012","01","02300","12","1","105","01255",1919
"02301021","0230102","00","02301","02","1","049","00665",2914
"02302121","0230212","01","02302","12","1","051","00766",1365
"02303011","0230301","02","02303","01","1","169","01990",1105
"02304031","0230403","02","02304","03","1","036","00436",671
"02305121","0230512","01","02305","12","1","101","01219",985
"02306051","0230605","01","02306","05","1","044","00488",3274
"02307031","0230703","05","02307","03","1","067","00920",1739
"02308121","0230812","01","02308","12","1","130","01516",1778
"02309031","0230903","02","02309","03","1","132","01558",858
"02310051","0231005","01","02310","05","1","049","00607",4573
"02311031","0231103","01","02311","03","1","062","00881",1964
"02312031","0231203","02","02312","03","1","075","00964",4181
"02313021","0231302","02","02313","02","1","138","01604",1399
"02314041","0231404","02","02314","04","1","049","00677",1008
"02315191","0231519","01","02315","19","1","185","02141",1249
"02316031","0231603","00","02316","03","1","030","00365",1327
"02317071","0231707","02","02317","07","1","100","01209",1651
