LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
174505102,174505102,174505,1745051,2,1745,5,1,38,1,8,4,3,9,1,4,6,3,,,,,1,1,2,2,3,2,3,5,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
174604101,174604101,174604,1746041,1,1746,4,1,62,1,2,6,1,9,1,4,5,1,5.0,10000.0,3.0,2.0,1,1,2,1,4,2,4,5,2,1,6,4,2,2,2,2,2,1,2,2,2,1,2.0,2.0,1.0,9,2,3,1,1,,,,,,1.0,,,,,,,,,2.0,,,,1,1
174704101,174704101,174704,1747041,1,1747,4,1,71,2,3,3,1,19,1,2,4,7,,,,,1,1,2,2,1,2,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
174802102,174802102,174802,1748021,2,1748,2,1,57,2,6,3,2,3,1,1,1,1,1.0,3000.0,1.0,1.0,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
174913104,174913104,174913,1749131,4,1749,13,1,29,2,2,6,3,16,3,3,2,1,1.0,1200.0,1.0,1.0,1,2,1,1,2,2,3,4,1,2,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
175002104,175002104,175002,1750021,4,1750,2,1,21,2,6,3,3,11,3,3,6,1,1.0,2100.0,1.0,1.0,1,1,2,1,4,2,3,4,1,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
175102102,175102102,175102,1751021,2,1751,2,1,71,2,8,6,2,1,1,3,5,5,,,,,1,2,1,1,5,2,3,4,1,1,2,0,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,3,2,3,1,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
175213101,175213101,175213,1752131,1,1752,13,1,44,2,8,5,1,7,3,6,2,7,,,,,1,1,2,1,1,2,1,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,3,3,2,1,2,,,,,,,,,,,,,,,,,,,0,0
175307101,175307101,175307,1753071,1,1753,7,1,39,2,3,3,1,24,4,2,2,1,1.0,600.0,1.0,2.0,1,1,2,1,4,2,2,4,0,2,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,1,2,,,,,,,,,,,,,,,,,,,0,0
175405101,175405101,175405,1754051,1,1754,5,1,45,2,8,5,1,27,1,6,4,1,1.0,4000.0,2.0,1.0,1,1,2,2,4,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1.0,1.0,2.0,9,1,3,2,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,0,0
175507101,175507101,175507,1755071,1,1755,7,1,55,1,8,5,1,30,3,5,5,1,4.0,35000.0,3.0,2.0,1,2,2,1,5,2,2,10,3,1,3,2,2,1,2,1,2,2,2,2,2,1,2.0,1.0,2.0,9,1,3,1,1,,2.0,,2.0,,,,,,,,,,,,,,,0,0
175614101,175614101,175614,1756141,1,1756,14,1,61,1,0,0,1,25,4,1,1,1,5.0,350.0,1.0,2.0,2,1,2,2,2,2,1,4,0,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
175704102,175704102,175704,1757041,2,1757,4,1,44,1,3,3,3,29,3,5,6,1,1.0,1000.0,1.0,2.0,1,1,2,2,4,2,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,3,2,2,2,,,,,,,,,,,,,,,,,,,0,0
175803101,175803101,175803,1758031,1,1758,3,1,62,2,6,3,1,26,1,1,2,7,,,,,1,1,2,1,5,2,3,5,2,1,1,0,1,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,2,3,1,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
175902101,175902101,175902,1759021,1,1759,2,1,64,1,7,3,1,9,1,4,5,1,1.0,12000.0,3.0,2.0,1,1,2,1,3,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,1,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
176004102,176004102,176004,1760041,2,1760,4,1,48,1,3,3,3,24,1,2,2,2,1.0,7000.0,2.0,2.0,1,1,2,2,4,2,3,6,2,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,3,1,2,1,,,,,,,,,,,,,,,,,,,0,0
176101101,176101101,176101,1761011,1,1761,1,1,50,1,8,4,1,26,1,1,6,1,4.0,99888.0,,,1,1,2,1,9,2,3,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
176205103,176205103,176205,1762051,3,1762,5,1,29,1,6,2,3,21,1,5,6,1,1.0,1800.0,1.0,1.0,1,2,1,1,4,2,3,6,1,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
176310102,176310102,176310,1763101,2,1763,10,1,30,2,3,3,2,2,4,1,1,1,2.0,2300.0,1.0,2.0,1,1,2,1,3,2,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
176417102,176417102,176417,1764171,2,1764,17,1,67,2,0,0,2,30,4,5,5,7,6.0,,,,2,1,2,2,1,1,1,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
176510101,176510101,176510,1765101,1,1765,10,1,51,1,2,3,1,29,4,5,1,1,5.0,600.0,1.0,2.0,2,1,2,1,1,1,3,6,1,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
176604101,176604101,176604,1766041,1,1766,4,1,26,1,6,3,1,2,1,1,6,1,1.0,2100.0,1.0,1.0,1,1,1,1,3,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1.0,1.0,2.0,2,1,3,2,2,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
176703101,176703101,176703,1767031,1,1767,3,1,50,2,3,3,1,3,1,1,2,1,1.0,2500.0,1.0,1.0,1,1,2,1,5,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,2,2,,,,,,,,,,,,,,,,,,,0,0
176801102,176801102,176801,1768011,2,1768,1,1,51,1,3,1,5,5,1,2,1,1,5.0,2000.0,1.0,2.0,2,1,2,1,3,2,4,7,2,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
176904101,176904101,176904,1769041,1,1769,4,1,37,2,6,3,1,26,1,1,5,1,1.0,2600.0,1.0,1.0,1,2,2,2,3,2,2,3,1,1,4,2,2,2,2,1,2,1,2,2,2,1,1.0,1.0,1.0,9,1,3,1,1,,,,2.0,,2.0,,,,,,,,,,,,,0,0
177002103,177002103,177002,1770021,3,1770,2,1,26,2,8,5,3,32,1,3,6,1,5.0,4000.0,1.0,2.0,1,1,2,1,4,2,3,8,4,1,4,2,1,1,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
177115102,177115102,177115,1771151,2,1771,15,1,65,2,2,6,2,6,2,3,5,7,,,,,1,1,2,1,3,2,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
177205101,177205101,177205,1772051,1,1772,5,1,53,2,6,3,1,27,4,6,2,1,1.0,2500.0,1.0,2.0,1,1,2,2,5,2,2,4,0,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
177303101,177303101,177303,1773031,1,1773,3,1,31,2,6,2,1,25,1,1,6,1,1.0,1800.0,1.0,2.0,1,1,1,1,3,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,9,3,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
177405101,177405101,177405,1774051,1,1774,5,1,53,1,3,3,1,11,1,3,1,1,5.0,800.0,1.0,2.0,1,1,1,2,1,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,8,3,2,2,,,,,,,,,,,,,,,,,,,0,0
177501101,177501101,177501,1775011,1,1775,1,1,64,1,3,3,1,9,1,4,6,5,5.0,500.0,1.0,2.0,2,1,2,2,2,2,3,4,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
177605101,177605101,177605,1776051,1,1776,5,1,63,2,6,3,1,22,1,3,2,5,,,,,1,2,1,1,4,2,3,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
177703101,177703101,177703,1777031,1,1777,3,1,28,1,8,2,1,16,4,3,5,1,1.0,8000.0,3.0,2.0,1,1,2,1,2,2,2,5,1,1,3,2,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
177803102,177803102,177803,1778031,2,1778,3,1,53,2,8,5,2,10,1,1,5,7,,,,,1,1,1,1,9,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,1,,,,,,,,,,,,,,,,,,,0,0
177902102,177902102,177902,1779021,2,1779,2,1,26,2,8,3,2,3,1,1,5,1,1.0,22000.0,3.0,1.0,1,1,2,1,3,1,1,3,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2.0,2.0,1.0,2,2,1,2,1,1.0,1.0,,,2.0,,,,,2.0,2.0,,,,,,,,1,2
178002102,178002102,178002,1780021,2,1780,2,1,57,1,5,3,5,11,2,3,6,1,1.0,7200.0,2.0,1.0,1,1,2,1,3,1,5,6,1,1,6,4,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
178105101,178105101,178105,1781051,1,1781,5,1,66,2,2,4,1,9,1,4,4,7,,,,,2,2,2,2,2,2,1,4,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
178203101,178203101,178203,1782031,1,1782,3,1,45,1,8,5,1,21,1,5,5,1,1.0,20000.0,3.0,1.0,1,1,2,1,5,2,1,4,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2.0,1.0,1.0,9,2,3,1,1,2.0,,,,2.0,2.0,,,,,,,,,,,,,0,0
178312101,178312101,178312,1783121,1,1783,12,1,45,1,2,6,1,20,2,6,5,1,1.0,1800.0,1.0,1.0,1,1,2,1,3,1,2,3,0,2,4,3,2,2,2,2,2,2,2,2,2,2,,,,9,1,1,1,2,,,,,,,,,,,,,,,,,,,0,0
178404103,178404103,178404,1784041,3,1784,4,1,85,1,2,3,5,1,4,3,4,9,,,,,2,2,2,1,1,2,3,7,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
178510101,178510101,178510,1785101,1,1785,10,1,48,1,2,6,1,19,3,2,5,1,1.0,7000.0,2.0,1.0,1,1,1,2,3,2,2,5,2,1,5,3,2,2,1,2,2,2,2,2,2,2,,,,9,1,3,1,1,,,2.0,,,,,,,,,,,,,,,,0,0
178601103,178601103,178601,1786011,3,1786,1,1,30,2,6,3,3,5,1,2,6,1,1.0,3100.0,1.0,1.0,1,1,1,2,1,2,2,4,1,1,4,3,1,1,1,2,2,2,2,2,2,2,,,,1,2,3,2,1,2.0,2.0,2.0,,,,,,,,,,,,,,,,0,0
178702104,178702104,178702,1787021,4,1787,2,1,19,2,6,2,3,15,2,5,6,6,1.0,1200.0,1.0,1.0,1,2,2,1,3,2,1,2,1,2,4,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
178805101,178805101,178805,1788051,1,1788,5,1,42,1,3,3,1,27,3,6,5,1,1.0,3000.0,1.0,2.0,1,1,2,2,1,2,2,4,2,1,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,1,,,,,,,,,,,,,,,,,,,0,0
178909102,178909102,178909,1789091,2,1789,9,1,44,2,3,3,2,22,3,3,5,7,5.0,1000.0,3.0,2.0,1,1,2,1,3,2,2,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
179001101,179001101,179001,1790011,1,1790,1,1,51,2,3,3,1,26,1,1,4,1,5.0,800.0,1.0,2.0,1,1,2,1,3,2,2,3,1,1,4,1,2,2,2,2,2,1,2,2,2,2,,,,2,9,3,1,2,,,,,,1.0,,,,,,,,,2.0,,,,1,1
179105101,179105101,179105,1791051,1,1791,5,1,77,1,3,3,1,22,2,3,4,5,,,,,1,2,2,2,5,2,3,6,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
179204106,179204106,179204,1792041,6,1792,4,1,51,1,3,3,2,15,1,5,1,1,1.0,7000.0,1.0,2.0,1,1,2,1,2,2,4,5,2,1,6,5,2,2,2,2,2,2,2,2,2,2,,,,1,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
179303102,179303102,179303,1793031,2,1793,3,1,73,2,2,3,2,14,1,3,5,7,,,,,1,2,2,2,9,2,2,3,1,1,4,1,2,2,2,2,2,2,1,2,2,2,,,,8,8,3,2,2,,,,,,,2.0,,,,,,,,,,,,0,0
179401101,179401101,179401,1794011,1,1794,1,1,53,2,3,3,1,32,3,3,2,1,1.0,500.0,1.0,2.0,1,3,2,2,2,1,2,3,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,8,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
179517102,179517102,179517,1795171,2,1795,17,1,28,2,2,6,2,22,4,3,5,1,3.0,600.0,1.0,2.0,1,1,2,2,1,2,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
179616103,179616103,179616,1796161,3,1796,16,1,25,1,2,6,3,12,4,6,6,1,2.0,900.0,1.0,2.0,2,1,2,2,2,1,2,3,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
179719101,179719101,179719,1797191,1,1797,19,1,68,2,2,6,1,13,4,5,2,7,,,,,2,1,2,2,2,2,1,2,0,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,1,2,2,,,,,,,,,,,,,,,,,,,0,0
179818103,179818103,179818,1798181,3,1798,18,1,37,2,2,6,2,23,2,6,1,7,,,,,2,1,2,2,1,2,1,1,1,2,4,2,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
179905102,179905102,179905,1799051,2,1799,5,1,34,2,6,3,2,5,1,2,1,1,1.0,1700.0,1.0,1.0,1,1,2,1,2,2,3,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
180001101,180001101,180001,1800011,1,1800,1,1,41,1,3,3,1,4,1,6,1,1,5.0,3000.0,1.0,2.0,1,1,2,1,3,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,2,2,3,2,1,,2.0,,,,,,,,,,,,,,,,,0,0
180105101,180105101,180105,1801051,1,1801,5,1,38,1,8,5,1,10,1,1,6,1,1.0,6000.0,2.0,2.0,1,1,2,1,4,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,3,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
180202101,180202101,180202,1802021,1,1802,2,1,42,2,3,3,1,9,1,4,3,1,1.0,10000.0,3.0,2.0,1,1,1,2,1,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
180304101,180304101,180304,1803041,1,1803,4,1,43,1,6,3,1,1,1,3,5,1,1.0,3200.0,2.0,1.0,1,1,2,1,1,2,3,5,1,1,7,1,2,2,1,2,2,1,2,2,2,1,1.0,1.0,2.0,2,2,3,1,1,,,2.0,,,2.0,,,,,,,,,,,,,0,0
180402102,180402102,180402,1804021,2,1804,2,1,32,2,3,3,2,9,1,4,1,7,,,,,1,1,2,1,1,2,1,2,0,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,2,2,,,,,,,,,,,,,,,,,,,0,0
180505101,180505101,180505,1805051,1,1805,5,1,43,1,6,3,1,7,1,6,1,1,5.0,1300.0,1.0,2.0,2,1,2,2,1,2,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
180605102,180605102,180605,1806051,2,1806,5,1,59,2,3,3,2,19,1,2,5,1,1.0,0.0,,,1,1,2,1,3,2,2,4,1,1,5,0,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
180705101,180705101,180705,1807051,1,1807,5,1,42,1,8,5,1,32,1,3,5,1,5.0,2500.0,1.0,2.0,1,1,2,1,4,2,3,5,1,1,4,1,2,1,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
180801101,180801101,180801,1808011,1,1808,1,1,65,1,8,5,1,24,1,2,3,1,1.0,6500.0,1.0,1.0,1,1,2,1,3,2,3,5,1,1,3,2,1,2,2,2,2,2,2,2,2,1,2.0,1.0,2.0,2,2,1,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
180902101,180902101,180902,1809021,1,1809,2,1,61,1,2,2,1,20,4,6,6,8,,,,,2,2,2,2,1,2,3,6,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
181006102,181006102,181006,1810061,2,1810,6,1,28,2,8,4,2,21,4,5,5,1,5.0,0.0,,,1,2,2,1,1,1,1,4,0,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
181101101,181101101,181101,1811011,1,1811,1,1,34,1,3,3,1,28,1,2,2,1,1.0,2500.0,1.0,1.0,1,1,2,1,5,2,1,1,1,1,4,2,1,2,2,2,2,1,2,2,2,1,1.0,2.0,2.0,2,1,3,1,1,2.0,,,,,2.0,,,,,,,,,,,,,0,0
181214102,181214102,181214,1812141,2,1812,14,1,49,2,6,3,2,13,3,5,5,7,,,,,2,1,2,2,2,2,3,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
181303105,181303105,181303,1813031,5,1813,3,1,36,2,8,3,5,9,1,4,5,1,1.0,99888.0,,,1,1,2,1,2,2,4,7,3,1,6,3,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,2,1,3,2,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
181402101,181402101,181402,1814021,1,1814,2,1,78,2,0,0,1,17,2,5,4,7,,,,,2,1,1,1,2,2,1,3,1,2,5,2,2,2,2,2,2,2,2,2,2,2,,,,2,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
181519103,181519103,181519,1815191,3,1815,19,1,25,2,3,3,3,18,3,3,6,7,,,,,1,1,2,1,2,2,3,6,1,2,4,1,1,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
181602101,181602101,181602,1816021,1,1816,2,1,62,1,8,5,1,9,1,4,5,1,4.0,45000.0,3.0,2.0,1,2,1,1,5,2,5,9,2,1,5,5,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,1,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
181710102,181710102,181710,1817101,2,1817,10,1,23,2,6,3,2,21,2,5,5,1,5.0,1000.0,1.0,2.0,1,1,2,1,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
181801101,181801101,181801,1818011,1,1818,1,1,39,1,8,5,1,26,2,1,5,1,1.0,3000.0,1.0,2.0,1,1,2,1,1,2,2,4,1,1,3,1,1,1,2,1,2,2,2,2,2,1,1.0,1.0,1.0,1,1,3,1,1,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
181902101,181902101,181902,1819021,1,1819,2,1,70,2,0,0,1,12,4,6,4,7,5.0,300.0,1.0,2.0,1,1,2,2,1,1,1,1,0,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,1,1,2,,,,,,,,,,,,,,,,,,,0,0
182017102,182017102,182017,1820171,2,1820,17,1,36,1,6,3,3,30,2,5,1,1,1.0,9000.0,3.0,1.0,1,2,2,1,2,2,3,4,2,1,5,2,1,1,2,1,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,2,2,2.0,1.0,,2.0,,,,,,,2.0,,,,,,,,1,1
182101101,182101101,182101,1821011,1,1821,1,1,41,1,3,3,1,28,1,2,5,1,5.0,4000.0,1.0,2.0,1,1,1,1,1,2,2,3,1,1,4,1,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
182203101,182203101,182203,1822031,1,1822,3,1,29,1,8,5,1,2,1,1,6,1,5.0,23000.0,3.0,2.0,1,1,2,1,2,2,2,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
182305101,182305101,182305,1823051,1,1823,5,1,44,1,8,4,1,31,1,6,5,1,4.0,15000.0,3.0,2.0,1,1,1,1,5,2,3,6,2,1,6,2,1,1,2,2,1,2,2,2,2,1,1.0,2.0,1.0,1,1,3,1,1,2.0,2.0,,,2.0,,,,,,,,,,,,,,0,0
182402102,182402102,182402,1824021,2,1824,2,1,40,2,6,3,2,28,1,2,5,7,,,,,1,1,2,1,2,2,2,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
182512101,182512101,182512,1825121,1,1825,12,1,54,1,3,3,1,29,4,5,5,1,1.0,2700.0,2.0,1.0,1,1,2,2,4,2,4,6,1,1,7,4,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
182604103,182604103,182604,1826041,3,1826,4,1,19,1,8,2,3,17,3,5,6,6,6.0,,,,1,1,1,1,3,2,2,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
182711101,182711101,182711,1827111,1,1827,11,1,51,2,8,5,1,20,2,6,4,1,1.0,5000.0,2.0,1.0,1,2,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
182803101,182803101,182803,1828031,1,1828,3,1,30,2,8,5,1,16,1,3,1,1,1.0,20000.0,3.0,1.0,1,1,1,1,3,1,3,7,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,2,2,3,2,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
182903102,182903102,182903,1829031,2,1829,3,1,36,2,8,4,2,30,1,5,5,1,5.0,10000.0,3.0,2.0,1,1,2,1,5,2,2,6,2,1,3,2,2,2,2,2,2,2,1,2,2,1,1.0,2.0,1.0,1,2,3,2,1,,,,,,,2.0,,,,,,,,,,,,0,0
183005103,183005103,183005,1830051,3,1830,5,1,27,1,6,3,3,4,3,6,6,1,1.0,2000.0,1.0,1.0,1,1,2,1,5,2,2,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,3,3,9,2,2,,,,,,,,,,,,,,,,,,,0,0
183105102,183105102,183105,1831051,2,1831,5,1,37,2,2,6,2,31,4,6,1,1,1.0,1700.0,1.0,2.0,1,1,2,1,3,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
183205103,183205103,183205,1832051,3,1832,5,1,30,1,6,3,3,16,3,3,6,1,5.0,5000.0,1.0,2.0,1,1,2,1,5,2,2,3,1,1,4,3,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
183305102,183305102,183305,1833051,2,1833,5,1,51,2,3,3,2,8,1,1,1,7,,,,,1,1,2,1,1,2,3,7,2,1,8,3,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
183405101,183405101,183405,1834051,1,1834,5,1,59,1,2,6,1,29,3,5,5,1,2.0,700.0,1.0,2.0,1,1,2,1,2,2,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
183501101,183501101,183501,1835011,1,1835,1,1,85,2,2,3,1,5,1,2,4,7,,,,,2,2,2,2,2,2,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
183604103,183604103,183604,1836041,3,1836,4,1,25,2,8,4,3,10,3,1,2,1,1.0,2500.0,1.0,1.0,1,1,2,1,4,2,2,3,1,1,7,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
183702102,183702102,183702,1837021,2,1837,2,1,57,2,6,1,2,5,1,2,5,7,,,,,1,1,2,2,3,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
183816102,183816102,183816,1838161,2,1838,16,1,62,1,2,6,2,6,3,3,5,1,5.0,3000.0,1.0,2.0,2,1,2,1,3,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
183905101,183905101,183905,1839051,1,1839,5,1,68,1,3,3,1,8,4,1,5,1,5.0,700.0,1.0,2.0,1,1,2,2,1,2,2,4,1,2,2,0,1,2,2,2,2,2,2,2,2,2,,,,3,2,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
184010101,184010101,184010,1840101,1,1840,10,1,54,1,2,4,1,8,2,1,5,1,1.0,2500.0,1.0,2.0,1,1,2,2,3,2,3,5,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,1,3,1,1,,,,,,,,,,,,,,,,,,,0,0
